AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Program Representative 2,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Grants/Contracts Coordinator,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Co-Generation Engineer,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Co-Generation Engineer,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Co-Generation Engineer,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Program Representative 2,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Purchasing Analyst 3,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Microbiologist 2,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Accountant 2,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Fiscal Coordinator 1,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Broadcast/Tele Engineer 1,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Purchasing Analyst 3,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Refrigeration Mechanic,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Accountant 1,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Developmental Engineer,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Accountant 1,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$51528.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$51516.00
58030,OUS - Oregon State University,Administrator 3-Conf Services,Executive/Admin and managerial,Full-Time,$51516.00
58030,OUS - Oregon State University,Specialist 2-Publications,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$51516.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Specialist 2-Publications,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$51516.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$51516.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$51516.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$51516.00
58030,OUS - Oregon State University,Coordinator-Rev Olym Asst COA,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Coordinator-Rev Olym Asst COA,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Consultant-Hd Academic Advisor,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Supervisor-Circulation,Executive/Admin and managerial,Full-Time,$51516.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$51516.00
58030,OUS - Oregon State University,Consultant-HR 2,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Specialist 2-IT Systems,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Consultant-IT,Other professionals,Full-Time,$51516.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51516.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$51507.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51507.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51507.00
58030,OUS - Oregon State University,Specialist 2-Mktg & Outreach,Other professionals,Full-Time,$51504.00
58030,OUS - Oregon State University,Consultant-HR 2,Other professionals,Full-Time,$51504.00
58030,OUS - Oregon State University,Consultant-Academic Advisor,Other professionals,Full-Time,$51444.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51435.00
58030,OUS - Oregon State University,Consultant-BSG QA Engineer,Other professionals,Full-Time,$51420.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51420.00
58030,OUS - Oregon State University,Consultant-BSG QA Engineer,Other professionals,Full-Time,$51420.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51420.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$51420.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$51420.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$51420.00
58030,OUS - Oregon State University,Administrator 3-Dining,Executive/Admin and managerial,Full-Time,$51420.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$51420.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$51420.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$51420.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$51420.00
58030,OUS - Oregon State University,Consultant-Academic Advisor,Other professionals,Full-Time,$51420.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$51420.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$51228.00
58030,OUS - Oregon State University,Coordinator-Rec Sports,Other professionals,Full-Time,$51228.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$51204.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$51192.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$51172.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$51168.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$51132.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$51108.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51102.00
58030,OUS - Oregon State University,Specialist 2-Technologist,Faculty,Full-Time,$51101.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$51048.00
58030,OUS - Oregon State University,Plasterer,Classified Staff,Full-Time,$51036.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$51003.00
58030,OUS - Oregon State University,Office Manager 2,Executive/Admin and managerial,Full-Time,$51000.00
58030,OUS - Oregon State University,Administrative Assistant To,Other professionals,Full-Time,$50988.00
58030,OUS - Oregon State University,Coordinator-Stud Outrch & Retn,Other professionals,Full-Time,$50988.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$50985.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$50976.00
58030,OUS - Oregon State University,Specialist 2-IT Web,Other professionals,Full-Time,$50976.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$50940.00
58030,OUS - Oregon State University,Coordinator-Rec Sports,Other professionals,Full-Time,$50928.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$50868.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$50796.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$50748.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$50676.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$50643.00
58030,OUS - Oregon State University,Administrator 1-Dpt/Sch/ClgRes,Executive/Admin and managerial,Full-Time,$50580.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$50544.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$50520.00
58030,OUS - Oregon State University,Analyst-HRIS,Other professionals,Full-Time,$50484.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$50484.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$50484.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$50484.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$50460.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$50460.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$50436.00
58030,OUS - Oregon State University,Professor,Faculty,Part-Time,$50429.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$50424.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$50376.00
58030,OUS - Oregon State University,Consultant-Academic Counselor,Other professionals,Full-Time,$50364.00
58030,OUS - Oregon State University,Manager 1-Tickets,Executive/Admin and managerial,Full-Time,$50364.00
58030,OUS - Oregon State University,Coordinator-Curr Accr & Assess,Other professionals,Full-Time,$50352.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$50352.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$50337.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$50304.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$50292.00
58030,OUS - Oregon State University,Manager 1-Student Servs,Executive/Admin and managerial,Full-Time,$50256.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$50184.00
58030,OUS - Oregon State University,Consultant-Hd Academic Advisor,Other professionals,Full-Time,$50184.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$50139.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$50100.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$50100.00
58030,OUS - Oregon State University,Specialist 1-Pharmacist,Faculty,Full-Time,$50005.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Assistant Professor (Practice),Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$50004.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$50004.00
58030,OUS - Oregon State University,Coordinator-Athletics Ops,Other professionals,Full-Time,$50004.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$50004.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Consultant-Academic Advisor,Other professionals,Full-Time,$50004.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$50004.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$49998.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$49968.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$49896.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$49851.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$49851.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$49800.00
58030,OUS - Oregon State University,Coordinator-Program Admin,Other professionals,Full-Time,$49788.00
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,$49731.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$49728.00
58030,OUS - Oregon State University,Administrative Assistant To,Other professionals,Full-Time,$49704.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$49704.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$49704.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$49661.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$49653.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$49653.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$49590.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$49565.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$49536.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$49500.00
58030,OUS - Oregon State University,Office Manager 2,Executive/Admin and managerial,Full-Time,$49500.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$49500.00
58030,OUS - Oregon State University,Consultant-Academic Advisor,Other professionals,Full-Time,$49500.00
58030,OUS - Oregon State University,Office Manager 2,Executive/Admin and managerial,Full-Time,$49488.00
58030,OUS - Oregon State University,Coordinator-Rec Sports,Other professionals,Full-Time,$49488.00
